,cond,elev,hum,lat,lng,pres,temp,time
1878,Clear,10.43549824,0.83,40.7127837,-74.0059413,1020.89,66.53,1466848800
1879,Clear,10.43549824,0.76,40.7127837,-74.0059413,1021.29,68.14,1466852400
1880,Clear,10.43549824,0.72,40.7127837,-74.0059413,1021.71,70.08,1466856000
1881,Clear,10.43549824,0.66,40.7127837,-74.0059413,1021.9,72.23,1466859600
1882,Clear,10.43549824,0.55,40.7127837,-74.0059413,1021.98,74.24,1466863200
1883,Clear,10.43549824,0.51,40.7127837,-74.0059413,1021.99,73.77,1466866800
1884,Partly Cloudy,10.43549824,0.47,40.7127837,-74.0059413,1022.34,72.35,1466870400
1885,Partly Cloudy,10.43549824,0.45,40.7127837,-74.0059413,1022.32,71.61,1466874000
1886,Partly Cloudy,10.43549824,0.4,40.7127837,-74.0059413,1022.33,74.36,1466877600
1887,Partly Cloudy,10.43549824,0.33,40.7127837,-74.0059413,1021.68,77.85,1466881200
1888,Partly Cloudy,10.43549824,0.34,40.7127837,-74.0059413,1021.55,77.06,1466884800
1889,Partly Cloudy,10.43549824,0.34,40.7127837,-74.0059413,1021.63,76.92,1466888400
1890,Partly Cloudy,10.43549824,0.34,40.7127837,-74.0059413,1021.57,80.05,1466892000
1891,Partly Cloudy,10.43549824,0.35,40.7127837,-74.0059413,1021.41,77.52,1466895600
1892,Partly Cloudy,10.43549824,0.41,40.7127837,-74.0059413,1021.96,73.27,1466899200
1893,Partly Cloudy,10.43549824,0.51,40.7127837,-74.0059413,1022.05,72.52,1466902800
1894,Partly Cloudy,10.43549824,0.56,40.7127837,-74.0059413,1022.54,70.18,1466906400
1895,Partly Cloudy,10.43549824,0.63,40.7127837,-74.0059413,1022.45,69.86,1466910000
1896,Partly Cloudy,10.43549824,0.85,40.7127837,-74.0059413,1010.88,71.56,1467432000
1897,Partly Cloudy,10.43549824,0.89,40.7127837,-74.0059413,1010.51,71.13,1467435600
1898,Partly Cloudy,10.43549824,0.88,40.7127837,-74.0059413,1010.8,71.75,1467439200
1899,Partly Cloudy,10.43549824,0.88,40.7127837,-74.0059413,1010.98,71,1467442800
1900,Partly Cloudy,10.43549824,0.76,40.7127837,-74.0059413,1011.22,70.26,1467446400
1901,Partly Cloudy,10.43549824,0.78,40.7127837,-74.0059413,1012,67.59,1467450000
1902,Partly Cloudy,10.43549824,0.72,40.7127837,-74.0059413,1013.13,66.41,1467453600
1903,Partly Cloudy,10.43549824,0.7,40.7127837,-74.0059413,1013.95,67.22,1467457200
1904,Partly Cloudy,10.43549824,0.64,40.7127837,-74.0059413,1014.72,68.29,1467460800
1905,Breezy and Partly Cloudy,10.43549824,0.59,40.7127837,-74.0059413,1015.01,67.77,1467464400
1906,Breezy and Partly Cloudy,10.43549824,0.5,40.7127837,-74.0059413,1014.81,69.44,1467468000
1907,Breezy and Mostly Cloudy,10.43549824,0.45,40.7127837,-74.0059413,1014.98,71.18,1467471600
1908,Breezy,10.43549824,0.42,40.7127837,-74.0059413,1015.13,71.52,1467475200
1909,Clear,10.43549824,0.4,40.7127837,-74.0059413,1015.49,73.06,1467478800
1910,Mostly Cloudy,10.43549824,0.38,40.7127837,-74.0059413,1015.3,73.61,1467482400
1911,Clear,10.43549824,0.37,40.7127837,-74.0059413,1015.18,75.25,1467486000
1912,Clear,10.43549824,0.34,40.7127837,-74.0059413,1015.25,75.59,1467489600
1913,Mostly Cloudy,10.43549824,0.35,40.7127837,-74.0059413,1015.6,76.73,1467493200
1914,Clear,10.43549824,0.34,40.7127837,-74.0059413,1015.73,77.48,1467496800
1915,Partly Cloudy,10.43549824,0.35,40.7127837,-74.0059413,1016.25,77.52,1467500400
1916,Partly Cloudy,10.43549824,0.35,40.7127837,-74.0059413,1016.7,74.51,1467504000
1917,Clear,10.43549824,0.37,40.7127837,-74.0059413,1016.86,75.05,1467507600
1918,Clear,10.43549824,0.39,40.7127837,-74.0059413,1017.83,73.1,1467511200
1919,Mostly Cloudy,10.43549824,0.4,40.7127837,-74.0059413,1017.98,72.24,1467514800
1920,Clear,10.43549824,0.83,40.7127837,-74.0059413,1010.85,69.08,1468036800
1921,Clear,10.43549824,0.85,40.7127837,-74.0059413,1010.58,68.15,1468040400
1922,Overcast,10.43549824,0.87,40.7127837,-74.0059413,1010.65,67.89,1468044000
1923,Clear,10.43549824,0.87,40.7127837,-74.0059413,1010.47,67.23,1468047600
1924,Clear,10.43549824,0.88,40.7127837,-74.0059413,1010.19,67.01,1468051200
1925,Overcast,10.43549824,0.9,40.7127837,-74.0059413,1009.97,66.75,1468054800
1926,Clear,10.43549824,0.88,40.7127837,-74.0059413,1010.17,65.93,1468058400
1927,Clear,10.43549824,0.84,40.7127837,-74.0059413,1011.03,66.82,1468062000
1928,Overcast,10.43549824,0.81,40.7127837,-74.0059413,1011.67,66.82,1468065600
1929,Clear,10.43549824,0.81,40.7127837,-74.0059413,1011.34,67.63,1468069200
1930,Clear,10.43549824,0.78,40.7127837,-74.0059413,1011.07,67.89,1468072800
1931,Overcast,10.43549824,0.77,40.7127837,-74.0059413,1010.89,68.89,1468076400
1932,Clear,10.43549824,0.76,40.7127837,-74.0059413,1010.83,69.05,1468080000
1933,Clear,10.43549824,0.77,40.7127837,-74.0059413,1010.46,69.78,1468083600
1934,Overcast,10.43549824,0.77,40.7127837,-74.0059413,1010.09,70,1468087200
1935,Clear,10.43549824,0.8,40.7127837,-74.0059413,1010.36,69.86,1468090800
1936,Clear,10.43549824,0.8,40.7127837,-74.0059413,1010.33,69.93,1468094400
1937,Overcast,10.43549824,0.81,40.7127837,-74.0059413,1009.91,69.19,1468098000
1938,Clear,10.43549824,0.82,40.7127837,-74.0059413,1009.12,69.37,1468101600
1939,Clear,10.43549824,0.82,40.7127837,-74.0059413,1008.83,69.37,1468105200
1940,Overcast,10.43549824,0.85,40.7127837,-74.0059413,1009.21,70,1468108800
1941,Clear,10.43549824,0.87,40.7127837,-74.0059413,1009.15,68.29,1468112400
1942,Clear,10.43549824,0.92,40.7127837,-74.0059413,1009.52,68.07,1468116000
1943,Rain,10.43549824,0.95,40.7127837,-74.0059413,1010.51,68.07,1468119600
1944,Partly Cloudy,10.43549824,0.59,40.7127837,-74.0059413,1013.24,81.76,1468641600
1945,Partly Cloudy,10.43549824,0.62,40.7127837,-74.0059413,1013.42,81.28,1468645200
1946,Partly Cloudy,10.43549824,0.62,40.7127837,-74.0059413,1013.23,82.09,1468648800
1947,Partly Cloudy,10.43549824,0.63,40.7127837,-74.0059413,1013.04,79.36,1468652400
1948,Partly Cloudy,10.43549824,0.68,40.7127837,-74.0059413,1013.32,78.07,1468656000
1949,Partly Cloudy,10.43549824,0.68,40.7127837,-74.0059413,1013.65,77.79,1468659600
1950,Partly Cloudy,10.43549824,0.63,40.7127837,-74.0059413,1014.49,77.61,1468663200
1951,Partly Cloudy,10.43549824,0.64,40.7127837,-74.0059413,1015.28,78.01,1468666800
1952,Partly Cloudy,10.43549824,0.61,40.7127837,-74.0059413,1015.77,79.63,1468670400
1953,Clear,10.43549824,0.57,40.7127837,-74.0059413,1016.1,79.49,1468674000
1954,Clear,10.43549824,0.55,40.7127837,-74.0059413,1016.37,82.97,1468677600
1955,Mostly Cloudy,10.43549824,0.52,40.7127837,-74.0059413,1016.64,86.1,1468681200
1956,Clear,10.43549824,0.41,40.7127837,-74.0059413,1016.59,83.25,1468684800
1957,Clear,10.43549824,0.42,40.7127837,-74.0059413,1016.56,80.98,1468688400
1958,Mostly Cloudy,10.43549824,0.42,40.7127837,-74.0059413,1016.63,82.79,1468692000
1959,Clear,10.43549824,0.4,40.7127837,-74.0059413,1015.81,82.95,1468695600
1960,Heavy Rain,10.43549824,0.58,40.7127837,-74.0059413,1016.36,79.61,1468699200
1961,Heavy Rain,10.43549824,0.79,40.7127837,-74.0059413,1016.22,76.11,1468702800
1962,Clear,10.43549824,0.7,40.7127837,-74.0059413,1016.73,79.57,1468706400
1963,Clear,10.43549824,0.65,40.7127837,-74.0059413,1016.46,78.32,1468710000
1964,Mostly Cloudy,10.43549824,0.62,40.7127837,-74.0059413,1016.97,79.09,1468713600
1965,Clear,10.43549824,0.61,40.7127837,-74.0059413,1017.06,76.6,1468717200
1966,Clear,10.43549824,0.62,40.7127837,-74.0059413,1017.33,79.09,1468720800
1967,Mostly Cloudy,10.43549824,0.65,40.7127837,-74.0059413,1017.64,76.38,1468724400
1968,Partly Cloudy,10.43549824,0.59,40.7127837,-74.0059413,1009.3,82.45,1469246400
1969,Partly Cloudy,10.43549824,0.6,40.7127837,-74.0059413,1009.48,83.49,1469250000
1970,Partly Cloudy,10.43549824,0.58,40.7127837,-74.0059413,1009.54,84.57,1469253600
1971,Partly Cloudy,10.43549824,0.59,40.7127837,-74.0059413,1009.65,80.87,1469257200
1972,Partly Cloudy,10.43549824,0.57,40.7127837,-74.0059413,1009.68,83.52,1469260800
1973,Partly Cloudy,10.43549824,0.54,40.7127837,-74.0059413,1009.97,82.69,1469264400
1974,Partly Cloudy,10.43549824,0.54,40.7127837,-74.0059413,1010.53,81.88,1469268000
1975,Partly Cloudy,10.43549824,0.53,40.7127837,-74.0059413,1010.95,81.35,1469271600
1976,Partly Cloudy,10.43549824,0.52,40.7127837,-74.0059413,1010.98,82.55,1469275200
1977,Partly Cloudy,10.43549824,0.48,40.7127837,-74.0059413,1010.94,83.72,1469278800
1978,Breezy and Partly Cloudy,10.43549824,0.42,40.7127837,-74.0059413,1010.87,85.13,1469282400
1979,Partly Cloudy,10.43549824,0.38,40.7127837,-74.0059413,1010.77,86.87,1469286000
1980,Partly Cloudy,10.43549824,0.32,40.7127837,-74.0059413,1010.73,87.6,1469289600
1981,Partly Cloudy,10.43549824,0.31,40.7127837,-74.0059413,1010.36,91.22,1469293200
1982,Partly Cloudy,10.43549824,0.3,40.7127837,-74.0059413,1009.78,90.69,1469296800
1983,Partly Cloudy,10.43549824,0.28,40.7127837,-74.0059413,1009.59,89.94,1469300400
1984,Partly Cloudy,10.43549824,0.27,40.7127837,-74.0059413,1009.57,89.87,1469304000
1985,Dry and Partly Cloudy,10.43549824,0.26,40.7127837,-74.0059413,1008.77,91.13,1469307600
1986,Dry and Partly Cloudy,10.43549824,0.26,40.7127837,-74.0059413,1007.99,94.54,1469311200
1987,Dry and Partly Cloudy,10.43549824,0.27,40.7127837,-74.0059413,1008.82,92.04,1469314800
1988,Partly Cloudy,10.43549824,0.3,40.7127837,-74.0059413,1009.46,94.05,1469318400
1989,Partly Cloudy,10.43549824,0.32,40.7127837,-74.0059413,1009.86,91.36,1469322000
1990,Partly Cloudy,10.43549824,0.33,40.7127837,-74.0059413,1010.96,88.09,1469325600
1991,Partly Cloudy,10.43549824,0.35,40.7127837,-74.0059413,1011.69,86.09,1469329200
1992,Clear,10.43549824,0.77,40.7127837,-74.0059413,1013.3,76.31,1469851200
1993,Partly Cloudy,10.43549824,0.75,40.7127837,-74.0059413,1013.35,75.56,1469854800
1994,Mostly Cloudy,10.43549824,0.77,40.7127837,-74.0059413,1013.31,75.49,1469858400
1995,Partly Cloudy,10.43549824,0.77,40.7127837,-74.0059413,1013.53,75.42,1469862000
1996,Partly Cloudy,10.43549824,0.79,40.7127837,-74.0059413,1013.67,75.17,1469865600
1997,Partly Cloudy,10.43549824,0.83,40.7127837,-74.0059413,1013.72,74.83,1469869200
1998,Partly Cloudy,10.43549824,0.83,40.7127837,-74.0059413,1014.23,74.09,1469872800
1999,Clear,10.43549824,0.82,40.7127837,-74.0059413,1014.87,74.29,1469876400
2000,Mostly Cloudy,10.43549824,0.82,40.7127837,-74.0059413,1015.53,75.47,1469880000
2001,Clear,10.43549824,0.78,40.7127837,-74.0059413,1015.71,77.81,1469883600
2002,Clear,10.43549824,0.74,40.7127837,-74.0059413,1015.56,79.56,1469887200
2003,Mostly Cloudy,10.43549824,0.71,40.7127837,-74.0059413,1015.86,81.24,1469890800
2004,Clear,10.43549824,0.66,40.7127837,-74.0059413,1015.8,82.44,1469894400
2005,Clear,10.43549824,0.67,40.7127837,-74.0059413,1015.88,80.2,1469898000
2006,Mostly Cloudy,10.43549824,0.67,40.7127837,-74.0059413,1015.12,82.21,1469901600
2007,Clear,10.43549824,0.72,40.7127837,-74.0059413,1015.14,79.13,1469905200
2008,Light Rain,10.43549824,0.86,40.7127837,-74.0059413,1015.48,76.86,1469908800
2009,Light Rain,10.43549824,0.86,40.7127837,-74.0059413,1016,76.78,1469912400
2010,Rain,10.43549824,0.89,40.7127837,-74.0059413,1016.3,75.79,1469916000
2011,Light Rain,10.43549824,0.89,40.7127837,-74.0059413,1016.59,76.52,1469919600
2012,Drizzle,10.43549824,0.87,40.7127837,-74.0059413,1017,76.29,1469923200
2013,Light Rain,10.43549824,0.92,40.7127837,-74.0059413,1016.95,75.57,1469926800
2014,Light Rain,10.43549824,0.92,40.7127837,-74.0059413,1017.14,75.57,1469930400
2015,Drizzle,10.43549824,0.9,40.7127837,-74.0059413,1016.68,75.52,1469934000
2016,Partly Cloudy,10.43549824,0.61,40.7127837,-74.0059413,1011.31,75.17,1470456000
2017,Partly Cloudy,10.43549824,0.63,40.7127837,-74.0059413,1011.02,74.1,1470459600
2018,Partly Cloudy,10.43549824,0.68,40.7127837,-74.0059413,1010.64,74.02,1470463200
2019,Partly Cloudy,10.43549824,0.71,40.7127837,-74.0059413,1009.93,73.09,1470466800
2020,Partly Cloudy,10.43549824,0.73,40.7127837,-74.0059413,1009.46,73.16,1470470400
2021,Mostly Cloudy,10.43549824,0.75,40.7127837,-74.0059413,1009.12,74.16,1470474000
2022,Clear,10.43549824,0.77,40.7127837,-74.0059413,1009.01,75.01,1470477600
2023,Clear,10.43549824,0.79,40.7127837,-74.0059413,1008.91,75.16,1470481200
2024,Mostly Cloudy,10.43549824,0.79,40.7127837,-74.0059413,1008.91,75.37,1470484800
2025,Clear,10.43549824,0.79,40.7127837,-74.0059413,1008.54,76.5,1470488400
2026,Clear,10.43549824,0.74,40.7127837,-74.0059413,1008.12,77.91,1470492000
2027,Mostly Cloudy,10.43549824,0.67,40.7127837,-74.0059413,1007.69,80.72,1470495600
2028,Clear,10.43549824,0.64,40.7127837,-74.0059413,1007.19,81.25,1470499200
2029,Clear,10.43549824,0.65,40.7127837,-74.0059413,1006.83,81.53,1470502800
2030,Partly Cloudy,10.43549824,0.58,40.7127837,-74.0059413,1006.43,83.56,1470506400
2031,Partly Cloudy,10.43549824,0.59,40.7127837,-74.0059413,1005.59,84.98,1470510000
2032,Clear,10.43549824,0.55,40.7127837,-74.0059413,1005.12,86.1,1470513600
2033,Overcast,10.43549824,0.71,40.7127837,-74.0059413,1005.24,80.19,1470517200
2034,Partly Cloudy,10.43549824,0.71,40.7127837,-74.0059413,1005.21,79.32,1470520800
2035,Partly Cloudy,10.43549824,0.61,40.7127837,-74.0059413,1005.22,80.68,1470524400
2036,Partly Cloudy,10.43549824,0.67,40.7127837,-74.0059413,1005.57,80.28,1470528000
2037,Partly Cloudy,10.43549824,0.73,40.7127837,-74.0059413,1007.01,78.5,1470531600
2038,Partly Cloudy,10.43549824,0.67,40.7127837,-74.0059413,1007.57,80.22,1470535200
2039,Partly Cloudy,10.43549824,0.55,40.7127837,-74.0059413,1007.69,81.61,1470538800
2040,Clear,10.43549824,0.71,40.7127837,-74.0059413,1012.46,81.94,1471060800
2041,Clear,10.43549824,0.73,40.7127837,-74.0059413,1012.25,81.21,1471064400
2042,Partly Cloudy,10.43549824,0.77,40.7127837,-74.0059413,1011.96,81.2,1471068000
2043,Partly Cloudy,10.43549824,0.75,40.7127837,-74.0059413,1011.83,81.33,1471071600
2044,Partly Cloudy,10.43549824,0.78,40.7127837,-74.0059413,1011.91,81.17,1471075200
2045,Partly Cloudy,10.43549824,0.81,40.7127837,-74.0059413,1011.88,81.17,1471078800
2046,Partly Cloudy,10.43549824,0.84,40.7127837,-74.0059413,1012.37,80.43,1471082400
2047,Partly Cloudy,10.43549824,0.85,40.7127837,-74.0059413,1012.98,80.49,1471086000
2048,Partly Cloudy,10.43549824,0.81,40.7127837,-74.0059413,1013.21,83.84,1471089600
2049,Partly Cloudy,10.43549824,0.73,40.7127837,-74.0059413,1013.05,84.46,1471093200
2050,Partly Cloudy,10.43549824,0.67,40.7127837,-74.0059413,1012.93,87.21,1471096800
2051,Partly Cloudy,10.43549824,0.6,40.7127837,-74.0059413,1012.81,89.19,1471100400
2052,Partly Cloudy,10.43549824,0.56,40.7127837,-74.0059413,1012.62,89.07,1471104000
2053,Partly Cloudy,10.43549824,0.5,40.7127837,-74.0059413,1012.12,90.86,1471107600
2054,Partly Cloudy,10.43549824,0.53,40.7127837,-74.0059413,1011.62,92.14,1471111200
2055,Partly Cloudy,10.43549824,0.54,40.7127837,-74.0059413,1011.2,92.28,1471114800
2056,Partly Cloudy,10.43549824,0.55,40.7127837,-74.0059413,1010.52,91.42,1471118400
2057,Partly Cloudy,10.43549824,0.54,40.7127837,-74.0059413,1010.3,92.01,1471122000
2058,Partly Cloudy,10.43549824,0.54,40.7127837,-74.0059413,1009.65,95.34,1471125600
2059,Partly Cloudy,10.43549824,0.58,40.7127837,-74.0059413,1009.77,91.44,1471129200
2060,Partly Cloudy,10.43549824,0.6,40.7127837,-74.0059413,1010.78,89.99,1471132800
2061,Partly Cloudy,10.43549824,0.53,40.7127837,-74.0059413,1011.61,88.75,1471136400
2062,Partly Cloudy,10.43549824,0.57,40.7127837,-74.0059413,1012,88.42,1471140000
2063,Partly Cloudy,10.43549824,0.58,40.7127837,-74.0059413,1012.31,86.42,1471143600
2064,Partly Cloudy,10.43549824,0.71,40.7127837,-74.0059413,1013.31,78.16,1471665600
2065,Partly Cloudy,10.43549824,0.71,40.7127837,-74.0059413,1013.41,78.09,1471669200
2066,Partly Cloudy,10.43549824,0.78,40.7127837,-74.0059413,1013.23,77.76,1471672800
2067,Partly Cloudy,10.43549824,0.81,40.7127837,-74.0059413,1013.24,77.39,1471676400
2068,Partly Cloudy,10.43549824,0.85,40.7127837,-74.0059413,1013.1,77.18,1471680000
2069,Mostly Cloudy,10.43549824,0.86,40.7127837,-74.0059413,1013.15,77.12,1471683600
2070,Partly Cloudy,10.43549824,0.85,40.7127837,-74.0059413,1013.24,76.4,1471687200
2071,Partly Cloudy,10.43549824,0.87,40.7127837,-74.0059413,1013.43,76.43,1471690800
2072,Partly Cloudy,10.43549824,0.84,40.7127837,-74.0059413,1013.49,77.52,1471694400
2073,Partly Cloudy,10.43549824,0.77,40.7127837,-74.0059413,1013.46,78.87,1471698000
2074,Partly Cloudy,10.43549824,0.71,40.7127837,-74.0059413,1013.66,81.43,1471701600
2075,Partly Cloudy,10.43549824,0.66,40.7127837,-74.0059413,1013.68,80.38,1471705200
2076,Partly Cloudy,10.43549824,0.64,40.7127837,-74.0059413,1013.34,77.88,1471708800
2077,Light Rain,10.43549824,0.66,40.7127837,-74.0059413,1013.03,80.6,1471712400
2078,Partly Cloudy,10.43549824,0.64,40.7127837,-74.0059413,1012.81,81.98,1471716000
2079,Light Rain,10.43549824,0.71,40.7127837,-74.0059413,1012.83,81,1471719600
2080,Partly Cloudy,10.43549824,0.7,40.7127837,-74.0059413,1012.47,82.14,1471723200
2081,Partly Cloudy,10.43549824,0.65,40.7127837,-74.0059413,1012.24,81.31,1471726800
2082,Partly Cloudy,10.43549824,0.63,40.7127837,-74.0059413,1012.13,82.52,1471730400
2083,Partly Cloudy,10.43549824,0.66,40.7127837,-74.0059413,1012.02,80.04,1471734000
2084,Partly Cloudy,10.43549824,0.69,40.7127837,-74.0059413,1012.4,79.15,1471737600
2085,Partly Cloudy,10.43549824,0.71,40.7127837,-74.0059413,1012.83,78.29,1471741200
2086,Partly Cloudy,10.43549824,0.73,40.7127837,-74.0059413,1013,78.15,1471744800
2087,Partly Cloudy,10.43549824,0.73,40.7127837,-74.0059413,1013.01,78.15,1471748400
2088,Partly Cloudy,10.43549824,0.55,40.7127837,-74.0059413,1018.07,81.75,1472270400
2089,Partly Cloudy,10.43549824,0.6,40.7127837,-74.0059413,1018.54,79.79,1472274000
2090,Partly Cloudy,10.43549824,0.62,40.7127837,-74.0059413,1018.59,78.73,1472277600
2091,Clear,10.43549824,0.63,40.7127837,-74.0059413,1018.85,77.72,1472281200
2092,Clear,10.43549824,0.62,40.7127837,-74.0059413,1019.18,76.61,1472284800
2093,Clear,10.43549824,0.64,40.7127837,-74.0059413,1019.59,75.86,1472288400
2094,Clear,10.43549824,0.68,40.7127837,-74.0059413,1020.29,74.79,1472292000
2095,Partly Cloudy,10.43549824,0.67,40.7127837,-74.0059413,1020.79,76.02,1472295600
2096,Partly Cloudy,10.43549824,0.58,40.7127837,-74.0059413,1021.37,75.97,1472299200
2097,Partly Cloudy,10.43549824,0.58,40.7127837,-74.0059413,1021.68,78.43,1472302800
2098,Partly Cloudy,10.43549824,0.53,40.7127837,-74.0059413,1021.97,81.86,1472306400
2099,Partly Cloudy,10.43549824,0.46,40.7127837,-74.0059413,1022,83.38,1472310000
2100,Partly Cloudy,10.43549824,0.44,40.7127837,-74.0059413,1021.79,85.31,1472313600
2101,Partly Cloudy,10.43549824,0.39,40.7127837,-74.0059413,1021.85,81.52,1472317200
2102,Partly Cloudy,10.43549824,0.38,40.7127837,-74.0059413,1021.58,84,1472320800
2103,Partly Cloudy,10.43549824,0.36,40.7127837,-74.0059413,1021.58,83.75,1472324400
2104,Clear,10.43549824,0.35,40.7127837,-74.0059413,1021.53,83.04,1472328000
2105,Mostly Cloudy,10.43549824,0.36,40.7127837,-74.0059413,1021.52,82.82,1472331600
2106,Clear,10.43549824,0.38,40.7127837,-74.0059413,1021.55,82.06,1472335200
2107,Clear,10.43549824,0.39,40.7127837,-74.0059413,1021.62,80.77,1472338800
2108,Mostly Cloudy,10.43549824,0.44,40.7127837,-74.0059413,1022.19,79.28,1472342400
2109,Clear,10.43549824,0.52,40.7127837,-74.0059413,1022.9,77.98,1472346000
2110,Partly Cloudy,10.43549824,0.55,40.7127837,-74.0059413,1023.24,77.13,1472349600
2111,Partly Cloudy,10.43549824,0.59,40.7127837,-74.0059413,1023.27,75.45,1472353200
2112,Clear,10.43549824,0.53,40.7127837,-74.0059413,1020.45,74.57,1472875200
2113,Clear,10.43549824,0.59,40.7127837,-74.0059413,1020.66,72.97,1472878800
2114,Mostly Cloudy,10.43549824,0.65,40.7127837,-74.0059413,1020.45,72.58,1472882400
2115,Clear,10.43549824,0.66,40.7127837,-74.0059413,1020.55,71.84,1472886000
2116,Clear,10.43549824,0.69,40.7127837,-74.0059413,1020.04,71.51,1472889600
2117,Mostly Cloudy,10.43549824,0.75,40.7127837,-74.0059413,1019.96,71.35,1472893200
2118,Clear,10.43549824,0.77,40.7127837,-74.0059413,1020.66,70.58,1472896800
2119,Clear,10.43549824,0.79,40.7127837,-74.0059413,1020.93,69.73,1472900400
2120,Mostly Cloudy,10.43549824,0.79,40.7127837,-74.0059413,1021.21,69.93,1472904000
2121,Clear,10.43549824,0.79,40.7127837,-74.0059413,1020.84,69.88,1472907600
2122,Clear,10.43549824,0.74,40.7127837,-74.0059413,1021.35,70.1,1472911200
2123,Mostly Cloudy,10.43549824,0.67,40.7127837,-74.0059413,1021.92,71.58,1472914800
2124,Clear,10.43549824,0.58,40.7127837,-74.0059413,1021.75,72.78,1472918400
2125,Clear,10.43549824,0.56,40.7127837,-74.0059413,1021.68,73.03,1472922000
2126,Mostly Cloudy,10.43549824,0.58,40.7127837,-74.0059413,1021.38,73.03,1472925600
2127,Clear,10.43549824,0.56,40.7127837,-74.0059413,1020.66,73.84,1472929200
2128,Partly Cloudy,10.43549824,0.49,40.7127837,-74.0059413,1020.67,74.66,1472932800
2129,Partly Cloudy,10.43549824,0.5,40.7127837,-74.0059413,1020.16,75.33,1472936400
2130,Partly Cloudy,10.43549824,0.51,40.7127837,-74.0059413,1020.1,75.25,1472940000
2131,Partly Cloudy,10.43549824,0.54,40.7127837,-74.0059413,1020.29,73.82,1472943600
2132,Partly Cloudy,10.43549824,0.56,40.7127837,-74.0059413,1020.62,72.07,1472947200
2133,Partly Cloudy,10.43549824,0.6,40.7127837,-74.0059413,1020.65,71,1472950800
2134,Partly Cloudy,10.43549824,0.6,40.7127837,-74.0059413,1020.55,70.07,1472954400
2135,Partly Cloudy,10.43549824,0.67,40.7127837,-74.0059413,1020.57,69.86,1472958000
2136,Drizzle,10.43549824,0.83,40.7127837,-74.0059413,1015,80.44,1473480000
2137,Drizzle,10.43549824,0.85,40.7127837,-74.0059413,1015.1,79.82,1473483600
2138,Partly Cloudy,10.43549824,0.89,40.7127837,-74.0059413,1014.97,79.31,1473487200
2139,Partly Cloudy,10.43549824,0.88,40.7127837,-74.0059413,1014.84,77.3,1473490800
2140,Partly Cloudy,10.43549824,0.91,40.7127837,-74.0059413,1014.92,77.81,1473494400
2141,Partly Cloudy,10.43549824,0.91,40.7127837,-74.0059413,1015.04,77.07,1473498000
2142,Clear,10.43549824,0.91,40.7127837,-74.0059413,1014.94,77.67,1473501600
2143,Clear,10.43549824,0.87,40.7127837,-74.0059413,1015.89,77.07,1473505200
2144,Partly Cloudy,10.43549824,0.85,40.7127837,-74.0059413,1016.04,78.02,1473508800
2145,Partly Cloudy,10.43549824,0.69,40.7127837,-74.0059413,1015.85,80.76,1473512400
2146,Partly Cloudy,10.43549824,0.71,40.7127837,-74.0059413,1016.1,81.45,1473516000
2147,Partly Cloudy,10.43549824,0.7,40.7127837,-74.0059413,1016.05,81.68,1473519600
2148,Partly Cloudy,10.43549824,0.64,40.7127837,-74.0059413,1015.57,82.15,1473523200
2149,Clear,10.43549824,0.63,40.7127837,-74.0059413,1015.11,83.17,1473526800
2150,Mostly Cloudy,10.43549824,0.6,40.7127837,-74.0059413,1014.46,86.1,1473530400
2151,Clear,10.43549824,0.6,40.7127837,-74.0059413,1014.04,86,1473534000
2152,Clear,10.43549824,0.63,40.7127837,-74.0059413,1013.55,85.34,1473537600
2153,Mostly Cloudy,10.43549824,0.61,40.7127837,-74.0059413,1013.25,86.66,1473541200
2154,Clear,10.43549824,0.65,40.7127837,-74.0059413,1012.98,86.26,1473544800
2155,Clear,10.43549824,0.67,40.7127837,-74.0059413,1012.59,84.26,1473548400
2156,Mostly Cloudy,10.43549824,0.7,40.7127837,-74.0059413,1012.56,82.98,1473552000
2157,Clear,10.43549824,0.71,40.7127837,-74.0059413,1013.23,82.21,1473555600
2158,Clear,10.43549824,0.74,40.7127837,-74.0059413,1013.46,81.51,1473559200
2159,Mostly Cloudy,10.43549824,0.75,40.7127837,-74.0059413,1013.76,81.25,1473562800
2160,Partly Cloudy,10.43549824,0.64,40.7127837,-74.0059413,1025.26,64.87,1474084800
2161,Clear,10.43549824,0.68,40.7127837,-74.0059413,1025.05,64.77,1474088400
2162,Mostly Cloudy,10.43549824,0.7,40.7127837,-74.0059413,1024.56,64.26,1474092000
2163,Clear,10.43549824,0.72,40.7127837,-74.0059413,1024.06,64.21,1474095600
2164,Clear,10.43549824,0.72,40.7127837,-74.0059413,1023.95,64.3,1474099200
2165,Mostly Cloudy,10.43549824,0.74,40.7127837,-74.0059413,1023.89,63.38,1474102800
2166,Clear,10.43549824,0.75,40.7127837,-74.0059413,1023.95,62.6,1474106400
2167,Partly Cloudy,10.43549824,0.75,40.7127837,-74.0059413,1024.22,63.45,1474110000
2168,Partly Cloudy,10.43549824,0.72,40.7127837,-74.0059413,1024,64.04,1474113600
2169,Partly Cloudy,10.43549824,0.66,40.7127837,-74.0059413,1024.22,66.43,1474117200
2170,Partly Cloudy,10.43549824,0.63,40.7127837,-74.0059413,1024.32,68.25,1474120800
2171,Partly Cloudy,10.43549824,0.56,40.7127837,-74.0059413,1023.9,69.63,1474124400
